3	PLOIDY	CEP10	CEP4	8	COX2	DBC2	MYC	CCND1	CDH1	p53	HER2	ZNF217
144	190
2	1	2	7	2	4	4	2	2	4	6	1
2	2	2	3	2	3	4	2	2	4	9	1
2	2	2	5	1	4	3	2	2	4	6	1
2	2	2	6	2	2	4	2	3	4	6	1
2	2	2	6	2	4	3	2	2	4	6	1
2	2	2	6	2	4	4	2	1	4	5	1
2	2	2	6	2	4	4	3	2	5	5	1
2	2	2	7	1	2	3	3	2	4	4	1
2	2	2	7	2	4	4	2	2	3	6	1
2	2	2	7	2	4	4	2	2	4	5	1
2	2	2	7	2	4	4	2	2	4	6	2
2	2	2	7	2	4	4	2	3	4	6	1
2	2	2	7	2	4	4	3	3	4	6	1
1	3	1	2	2	2	2	2	2	2	2	1
2	3	2	2	2	2	2	2	2	2	2	1
2	3	2	5	2	4	4	2	2	4	6	1
2	3	2	6	2	4	2	2	2	2	2	1
2	3	2	6	2	4	4	2	2	3	6	1
2	3	2	7	2	4	4	2	2	3	6	1
2	3	2	7	2	4	4	2	2	4	6	3
2	4	2	2	2	2	2	2	1	1	2	1
2	4	2	2	2	2	2	2	2	2	2	19
2	4	2	2	2	2	2	3	2	2	2	2
2	4	2	2	2	2	4	1	2	2	6	1
2	4	2	2	3	3	2	2	2	2	2	1
2	4	2	4	2	4	4	2	2	3	6	1
2	4	2	5	2	3	4	3	2	4	6	1
2	4	2	5	2	4	3	2	2	4	6	1
2	4	2	5	2	4	4	2	2	4	5	1
2	4	2	6	2	4	4	2	2	3	6	1
2	4	2	6	2	4	4	2	2	4	6	1
4	4	2	6	2	4	4	3	2	4	6	1
2	4	2	6	2	4	5	2	2	4	5	1
2	4	2	6	2	4	5	2	3	3	5	1
4	4	2	7	1	4	4	2	2	4	6	1
2	4	2	7	1	4	4	2	2	5	6	1
4	4	2	7	2	4	3	2	3	4	4	1
2	4	2	7	2	4	4	1	2	3	6	1
4	4	2	7	2	4	4	2	1	4	6	1
2	4	2	7	2	4	4	2	2	3	6	1
4	4	2	7	2	4	4	2	2	4	4	1
2	4	2	7	2	4	4	2	2	4	6	1
4	4	2	7	2	4	4	3	2	4	6	2
2	4	2	8	1	4	2	2	2	4	7	1
2	4	2	10	2	4	5	2	2	5	5	1
2	4	2	11	2	4	5	3	2	4	6	1
4	4	3	7	2	4	4	1	2	4	6	1
4	4	3	7	2	4	4	2	3	4	4	1
5	5	1	5	2	4	4	2	2	4	6	1
2	5	2	2	2	2	2	2	2	2	2	2
2	5	2	2	2	2	2	2	2	3	2	1
2	5	2	5	2	3	4	2	3	4	6	1
2	5	2	5	2	4	4	3	2	4	6	1
2	5	2	6	2	4	4	2	1	3	6	1
2	5	2	6	2	4	4	2	2	3	6	1
2	5	2	6	2	4	4	2	2	4	6	3
2	5	2	6	2	4	4	3	2	4	6	1
2	5	2	7	2	4	3	2	2	4	6	1
2	5	2	7	2	4	4	2	2	4	6	1
2	5	2	7	2	4	4	3	3	4	6	1
2	5	2	7	2	4	5	2	2	4	7	1
2	5	2	9	2	4	3	3	2	3	7	1
1	6	1	4	1	4	4	2	2	3	6	1
1	6	1	7	2	4	3	2	2	4	7	1
2	6	2	2	2	2	2	2	2	2	2	3
2	6	2	4	1	4	5	2	2	4	6	1
2	6	2	5	2	4	4	2	2	4	6	1
2	6	2	5	2	4	4	2	2	5	4	1
2	6	2	6	1	4	4	2	2	4	6	1
2	6	2	6	2	4	3	0	2	1	5	1
2	6	2	6	2	4	4	2	2	3	6	1
2	6	2	6	2	4	4	2	2	4	5	1
2	6	2	6	2	4	4	2	2	4	6	4
2	6	2	6	2	4	4	2	3	4	6	1
2	6	2	6	2	4	4	3	2	4	6	1
2	6	2	7	1	4	4	1	2	4	6	1
2	6	2	7	1	4	4	2	1	4	6	1
2	6	2	7	1	4	4	2	2	4	6	1
2	6	2	7	1	4	4	3	2	4	6	1
2	6	2	7	2	4	3	2	2	3	6	1
2	6	2	7	2	4	3	2	2	4	5	1
2	6	2	7	2	4	4	1	2	4	6	1
2	6	2	7	2	4	4	2	2	3	6	2
2	6	2	7	2	4	4	2	2	4	5	1
2	6	2	7	2	4	4	2	2	4	6	4
2	6	2	7	2	4	4	2	3	4	6	2
2	6	2	7	2	4	4	3	2	1	6	1
2	6	2	7	2	4	4	3	2	4	6	2
2	6	2	7	2	4	4	3	2	5	6	1
2	6	2	7	2	4	5	2	2	3	6	1
2	6	2	8	2	4	4	3	2	4	6	1
2	6	2	11	2	4	4	3	2	4	6	1
3	6	3	5	2	4	5	3	2	4	6	1
3	6	3	7	2	4	4	2	2	3	6	1
4	6	4	9	2	4	5	3	2	5	5	1
1	7	1	6	3	5	4	2	3	4	6	1
2	7	2	4	2	3	6	2	3	5	6	1
2	7	2	6	1	4	4	2	2	4	6	1
2	7	2	6	2	3	3	2	1	4	6	1
2	7	2	6	2	4	4	2	2	2	6	1
2	7	2	6	2	4	4	2	2	4	6	1
2	7	2	6	2	4	4	2	3	4	6	1
2	7	2	6	2	4	4	3	2	3	6	2
2	7	2	6	2	4	5	2	3	4	5	1
2	7	2	6	2	5	4	2	2	4	6	1
2	7	2	7	2	3	4	2	2	3	6	1
2	7	2	7	2	4	4	2	2	3	6	1
2	7	2	7	2	4	4	2	2	4	4	1
2	7	2	7	2	4	4	2	2	4	6	6
2	7	2	7	2	4	4	2	3	4	6	1
2	7	2	7	2	4	4	3	2	4	5	1
2	7	2	7	2	4	4	3	2	4	6	1
2	7	2	8	2	4	4	2	2	4	6	1
2	7	2	9	2	3	4	3	2	4	6	1
2	7	2	10	2	4	4	3	2	4	6	1
2	7	2	11	2	4	4	2	2	4	5	1
2	7	2	11	2	4	4	3	2	5	6	1
3	7	3	11	2	4	5	3	2	5	5	1
3	7	3	12	3	5	4	4	2	4	6	1
1	8	1	7	2	4	4	3	3	3	6	1
2	8	2	5	2	4	3	3	3	4	6	1
2	8	2	5	2	4	3	4	2	4	5	1
2	8	2	6	1	4	4	2	2	4	6	1
2	8	2	6	2	4	4	2	2	3	5	1
2	8	2	6	2	4	4	2	2	4	5	1
2	8	2	6	2	4	4	2	2	4	6	1
2	8	2	7	2	4	4	2	2	2	6	3
2	8	2	7	2	4	4	2	2	4	4	1
2	8	2	7	2	4	4	2	2	4	6	2
2	8	2	7	2	4	4	3	2	4	6	1
2	8	2	7	2	5	4	3	2	4	6	1
2	8	2	7	2	5	4	3	2	4	7	1
2	8	2	7	3	4	4	3	2	2	6	1
8	8	2	8	3	5	5	4	2	4	8	1
2	8	2	9	2	4	5	3	2	5	5	1
2	8	2	10	2	4	4	3	2	4	6	1
3	8	3	11	2	4	4	3	2	4	6	1
3	8	3	11	2	4	4	3	2	5	6	1
1	9	1	8	1	4	4	1	2	4	6	1
2	9	2	6	2	4	3	3	2	4	6	1
2	9	2	6	2	4	4	2	2	3	6	1
2	9	2	6	2	5	4	3	2	3	6	1
2	9	2	10	3	6	4	4	1	4	6	1
3	9	3	12	3	5	5	4	3	4	6	1
